timestamp_utc,port,pid,cpu_pct,mem_pct,rss_kb,vsz_kb,etimes_sec,threads,state,cmd
2026-03-31T15:30:14Z,8081,265018,0.00,19.7,181496,2346408,57083,29,S,"29 S java -jar target/food-rest-service-0.0.1-SNAPSHOT.jar --server.port=8081"
2026-03-31T15:30:15Z,8081,265018,1.94,19.7,181496,2346408,57084,29,S,"29 S java -jar target/food-rest-service-0.0.1-SNAPSHOT.jar --server.port=8081"
2026-03-31T15:30:16Z,8081,265018,0.95,19.7,181496,2346408,57085,29,S,"29 S java -jar target/food-rest-service-0.0.1-SNAPSHOT.jar --server.port=8081"
2026-03-31T15:30:17Z,8081,265018,1.94,19.7,181496,2346408,57086,29,S,"29 S java -jar target/food-rest-service-0.0.1-SNAPSHOT.jar --server.port=8081"
2026-03-31T15:30:18Z,8081,265018,1.94,19.7,181496,2346408,57087,29,S,"29 S java -jar target/food-rest-service-0.0.1-SNAPSHOT.jar --server.port=8081"
2026-03-31T15:30:19Z,8081,265018,3.85,19.7,181496,2346408,57088,29,S,"29 S java -jar target/food-rest-service-0.0.1-SNAPSHOT.jar --server.port=8081"
2026-03-31T15:30:20Z,8081,265018,4.85,19.7,181496,2346408,57089,29,S,"29 S java -jar target/food-rest-service-0.0.1-SNAPSHOT.jar --server.port=8081"
2026-03-31T15:30:21Z,8081,265018,4.81,19.7,181496,2346408,57090,29,S,"29 S java -jar target/food-rest-service-0.0.1-SNAPSHOT.jar --server.port=8081"
2026-03-31T15:30:22Z,8081,265018,5.71,19.7,181496,2346408,57091,29,S,"29 S java -jar target/food-rest-service-0.0.1-SNAPSHOT.jar --server.port=8081"
2026-03-31T15:30:23Z,8081,265018,6.73,19.7,181496,2346408,57092,29,S,"29 S java -jar target/food-rest-service-0.0.1-SNAPSHOT.jar --server.port=8081"
2026-03-31T15:30:24Z,8081,265018,7.84,19.7,181496,2346408,57093,29,S,"29 S java -jar target/food-rest-service-0.0.1-SNAPSHOT.jar --server.port=8081"
2026-03-31T15:30:25Z,8081,265018,6.67,19.7,181496,2346408,57094,30,S,"30 S java -jar target/food-rest-service-0.0.1-SNAPSHOT.jar --server.port=8081"
2026-03-31T15:30:26Z,8081,265018,10.58,19.7,181496,2346408,57095,30,S,"30 S java -jar target/food-rest-service-0.0.1-SNAPSHOT.jar --server.port=8081"
2026-03-31T15:30:28Z,8081,265018,11.65,19.7,181496,2346408,57096,30,S,"30 S java -jar target/food-rest-service-0.0.1-SNAPSHOT.jar --server.port=8081"
2026-03-31T15:30:29Z,8081,265018,11.54,19.7,181496,2346408,57097,30,S,"30 S java -jar target/food-rest-service-0.0.1-SNAPSHOT.jar --server.port=8081"
2026-03-31T15:30:30Z,8081,265018,9.35,19.7,181496,2346408,57098,30,S,"30 S java -jar target/food-rest-service-0.0.1-SNAPSHOT.jar --server.port=8081"
