timestamp_utc,port,pid,cpu_pct,mem_pct,rss_kb,vsz_kb,etimes_sec,threads,state,cmd
2026-03-31T15:19:36Z,8082,358109,0.4,17.0,156996,2331388,5719,29,S," 29 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:37Z,8082,358109,0.4,17.0,156996,2331388,5720,29,S," 29 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:38Z,8082,358109,0.4,17.0,156996,2331388,5721,29,S," 29 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:39Z,8082,358109,0.4,17.0,156996,2331388,5722,29,S," 29 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:40Z,8082,358109,0.4,17.0,156996,2331388,5723,29,S," 29 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:41Z,8082,358109,0.4,17.1,157892,2331388,5724,29,S," 29 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:42Z,8082,358109,0.4,17.1,157892,2331388,5725,29,S," 29 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:43Z,8082,358109,0.4,17.1,157892,2331388,5727,29,S," 29 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:44Z,8082,358109,0.4,17.1,158020,2331388,5728,29,S," 29 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:45Z,8082,358109,0.4,17.1,158020,2331388,5729,29,S," 29 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:46Z,8082,358109,0.4,17.1,158020,2331388,5730,29,S," 29 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:47Z,8082,358109,0.4,17.1,158148,2331388,5731,29,S," 29 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:48Z,8082,358109,0.4,18.5,171048,2331388,5732,29,S," 29 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:49Z,8082,358109,0.4,18.6,171176,2331388,5733,29,S," 29 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:50Z,8082,358109,0.4,18.6,171432,2331388,5734,29,S," 29 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:51Z,8082,358109,0.4,18.6,171688,2331388,5735,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:52Z,8082,358109,0.4,18.6,171688,2331388,5736,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:53Z,8082,358109,0.4,18.6,171688,2331388,5737,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:54Z,8082,358109,0.4,18.6,171944,2331388,5738,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:55Z,8082,358109,0.4,18.6,172072,2331388,5739,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:57Z,8082,358109,0.4,18.6,172072,2331388,5740,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:58Z,8082,358109,0.4,18.7,172200,2331388,5741,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:19:59Z,8082,358109,0.4,18.7,172200,2331388,5742,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:20:00Z,8082,358109,0.4,18.7,172200,2331388,5743,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:20:01Z,8082,358109,0.4,18.7,172200,2331388,5744,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:20:02Z,8082,358109,0.4,18.7,172200,2331388,5745,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:20:03Z,8082,358109,0.4,18.7,172200,2331388,5746,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:20:04Z,8082,358109,0.4,18.7,172200,2331388,5747,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:20:05Z,8082,358109,0.4,18.7,172200,2331388,5749,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:20:06Z,8082,358109,0.4,18.7,172200,2331388,5750,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:20:07Z,8082,358109,0.4,18.7,172200,2331388,5751,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:20:08Z,8082,358109,0.4,18.7,172200,2331388,5752,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
2026-03-31T15:20:09Z,8082,358109,0.4,18.7,172200,2331388,5753,31,S," 31 S java -jar target/SpringSOAP-0.0.1-SNAPSHOT.jar --server.port=8082"
